"","Volume","Taxon name"
"Puccinellia nuttalliana","Volume 24","Puccinellia nuttalliana"
"Puccinellia pumila","Volume 24","Puccinellia pumila"
"Puccinellia tenella","Volume 24","Puccinellia tenella"
"Pylaisia polyantha","Volume 28","Pylaisia polyantha"
"Pyrola americana","Volume 8","Pyrola americana"
"Pyrola asarifolia","Volume 8","Pyrola asarifolia"
"Pyrola asarifolia subsp. asarifolia","Volume 8","Pyrola asarifolia subsp. asarifolia"
"Pyrola chlorantha","Volume 8","Pyrola chlorantha"
"Pyrola elliptica","Volume 8","Pyrola elliptica"
"Pyrola minor","Volume 8","Pyrola minor"
"Quercus robur","Volume 3","Quercus robur"
"Quercus rubra","Volume 3","Quercus rubra"
"Ranunculus abortivus","Volume 3","Ranunculus abortivus"
"Ranunculus acris","Volume 3","Ranunculus acris"
"Ranunculus aquatilis","Volume 3","Ranunculus aquatilis"
"Ranunculus aquatilis var. diffusus","Volume 3","Ranunculus aquatilis var. diffusus"
"Ranunculus flammula","Volume 3","Ranunculus flammula"
"Ranunculus flammula var. ovalis","Volume 3","Ranunculus flammula var. ovalis"
"Ranunculus gmelinii","Volume 3","Ranunculus gmelinii"
"Ranunculus hispidus","Volume 3","Ranunculus hispidus"
"Ranunculus hispidus var. caricetorum","Volume 3","Ranunculus hispidus var. caricetorum"
"Ranunculus pensylvanicus","Volume 3","Ranunculus pensylvanicus"
"Ranunculus recurvatus","Volume 3","Ranunculus recurvatus"
"Ranunculus recurvatus var. recurvatus","Volume 3","Ranunculus recurvatus var. recurvatus"
"Ranunculus repens","Volume 3","Ranunculus repens"
"Raphanus raphanistrum","Volume 7","Raphanus raphanistrum"
"Raphanus sativus","Volume 7","Raphanus sativus"
"Rhamnus alnifolia","Volume 12","Rhamnus alnifolia"
"Rhamnus cathartica","Volume 12","Rhamnus cathartica"
"Rhinanthus minor","Volume 17","Rhinanthus minor"
"Rhinanthus minor subsp. minor","Volume 17","Rhinanthus minor subsp. minor"
"Rhizomnium appalachianum","Volume 28","Rhizomnium appalachianum"
"Rhizomnium punctatum","Volume 28","Rhizomnium punctatum"
"Rhododendron canadense","Volume 8","Rhododendron canadense"
"Rhododendron groenlandicum","Volume 8","Rhododendron groenlandicum"
"Rhynchospora alba","Volume 23","Rhynchospora alba"
"Rhytidiadelphus subpinnatus","Volume 28","Rhytidiadelphus subpinnatus"
"Rhytidiadelphus triquetrus","Volume 28","Rhytidiadelphus triquetrus"
"Ribes americanum","Volume 8","Ribes americanum"
"Ribes glandulosum","Volume 8","Ribes glandulosum"
"Ribes hirtellum","Volume 8","Ribes hirtellum"
"Ribes lacustre","Volume 8","Ribes lacustre"
"Ribes nigrum","Volume 8","Ribes nigrum"
"Ribes rubrum","Volume 8","Ribes rubrum"
"Ribes triste","Volume 8","Ribes triste"
"Rorippa palustris","Volume 7","Rorippa palustris"
"Rorippa palustris subsp. palustris","Volume 7","Rorippa palustris subsp. palustris"
"Rorippa sylvestris","Volume 7","Rorippa sylvestris"
"Rosa carolina","Volume 9","Rosa carolina"
"Rosa carolina subsp. carolina","Volume 9","Rosa carolina subsp. carolina"
"Rosa cinnamomea","Volume 9","Rosa cinnamomea"
"Rosa nitida","Volume 9","Rosa nitida"
"Rosa rubiginosa","Volume 9","Rosa rubiginosa"
"Rosa rubiginosa var. nemoralis","Volume 9","Rosa rubiginosa var. nemoralis"
"Rosa rubiginosa var. rubiginosa","Volume 9","Rosa rubiginosa var. rubiginosa"
"Rosa rugosa","Volume 9","Rosa rugosa"
"Rosa tomentosa","Volume 9","Rosa tomentosa"
"Rosa virginiana","Volume 9","Rosa virginiana"
"Rosulabryum capillare","Volume 28","Rosulabryum capillare"
"Rubus allegheniensis","Volume 9","Rubus allegheniensis"
"Rubus canadensis","Volume 9","Rubus canadensis"
"Rubus chamaemorus","Volume 9","Rubus chamaemorus"
"Rubus flagellaris","Volume 9","Rubus flagellaris"
"Rubus hispidus","Volume 9","Rubus hispidus"
"Rubus idaeus","Volume 9","Rubus idaeus"
"Rubus idaeus subsp. idaeus","Volume 9","Rubus idaeus subsp. idaeus"
"Rubus idaeus subsp. strigosus","Volume 9","Rubus idaeus subsp. strigosus"
"Rubus pensilvanicus","Volume 9","Rubus pensilvanicus"
"Rubus pubescens","Volume 9","Rubus pubescens"
"Rubus repens","Volume 9","Rubus repens"
"Rubus setosus","Volume 9","Rubus setosus"
"Rudbeckia hirta","Volume 21","Rudbeckia hirta"
"Rudbeckia hirta var. pulcherrima","Volume 21","Rudbeckia hirta var. pulcherrima"
"Rudbeckia laciniata","Volume 21","Rudbeckia laciniata"
"Rudbeckia laciniata var. laciniata","Volume 21","Rudbeckia laciniata var. laciniata"
"Rumex acetosella","Volume 5","Rumex acetosella"
"Rumex britannica","Volume 5","Rumex britannica"
"Rumex crispus","Volume 5","Rumex crispus"
"Rumex fueginus","Volume 5","Rumex fueginus"
"Rumex longifolius","Volume 5","Rumex longifolius"
"Rumex obtusifolius","Volume 5","Rumex obtusifolius"
"Rumex pallidus","Volume 5","Rumex pallidus"
"Rumex persicarioides","Volume 5","Rumex persicarioides"
"Rumex triangulivalvis","Volume 5","Rumex triangulivalvis"
"Ruppia maritima","Volume 22","Ruppia maritima"
"Sagina nodosa","Volume 5","Sagina nodosa"
"Sagina nodosa subsp. borealis","Volume 5","Sagina nodosa subsp. borealis"
"Sagina procumbens","Volume 5","Sagina procumbens"
"Sagittaria graminea","Volume 22","Sagittaria graminea"
"Sagittaria graminea subsp. graminea","Volume 22","Sagittaria graminea subsp. graminea"
"Sagittaria latifolia","Volume 22","Sagittaria latifolia"
"Sagittaria rigida","Volume 22","Sagittaria rigida"
"Salicornia depressa","Volume 4","Salicornia depressa"
"Salicornia maritima","Volume 4","Salicornia maritima"
"Salix bebbiana","Volume 7","Salix bebbiana"
"Salix candida","Volume 7","Salix candida"
"Salix discolor","Volume 7","Salix discolor"
"Salix eriocephala","Volume 7","Salix eriocephala"
"Salix humilis","Volume 7","Salix humilis"
"Salix humilis var. humilis","Volume 7","Salix humilis var. humilis"
"Salix lucida","Volume 7","Salix lucida"
"Salix petiolaris","Volume 7","Salix petiolaris"
"Salix purpurea","Volume 7","Salix purpurea"
"Salix pyrifolia","Volume 7","Salix pyrifolia"
"Salix viminalis","Volume 7","Salix viminalis"
"Salix ×fragilis","Volume 7","Salix ×fragilis"
"Salix ×jesupii","Volume 7","Salix ×jesupii"
"Salix ×smithiana","Volume 7","Salix ×smithiana"
"Salsola kali","Volume 4","Salsola kali"
"Salsola kali subsp. kali","Volume 4","Salsola kali subsp. kali"
"Salsola tragus","Volume 4","Salsola tragus"
"Samolus parviflorus","Volume 8","Samolus parviflorus"
"Sanionia uncinata","Volume 28","Sanionia uncinata"
"Saponaria officinalis","Volume 5","Saponaria officinalis"
"Sarracenia purpurea","Volume 8","Sarracenia purpurea"
"Sarracenia purpurea subsp. purpurea","Volume 8","Sarracenia purpurea subsp. purpurea"
"Schedonorus","Volume 24","Schedonorus"
"Schedonorus pratensis","Volume 24","Schedonorus pratensis"
"Schistidium maritimum","Volume 27","Schistidium maritimum"
"Schistidium rivulare","Volume 27","Schistidium rivulare"
"Schizachne","Volume 24","Schizachne"
"Schizachne purpurascens","Volume 24","Schizachne purpurascens"
"Schoenoplectus acutus","Volume 23","Schoenoplectus acutus"
"Schoenoplectus acutus var. acutus","Volume 23","Schoenoplectus acutus var. acutus"
"Schoenoplectus pungens","Volume 23","Schoenoplectus pungens"
"Schoenoplectus subterminalis","Volume 23","Schoenoplectus subterminalis"
"Schoenoplectus tabernaemontani","Volume 23","Schoenoplectus tabernaemontani"
"Scirpus atrocinctus","Volume 23","Scirpus atrocinctus"
"Scirpus cyperinus","Volume 23","Scirpus cyperinus"
"Scirpus georgianus","Volume 23","Scirpus georgianus"
"Scirpus microcarpus","Volume 23","Scirpus microcarpus"
"Sciuro-hypnum curtum","Volume 28","Sciuro-hypnum curtum"
"Sciuro-hypnum populeum","Volume 28","Sciuro-hypnum populeum"
"Sciuro-hypnum reflexum","Volume 28","Sciuro-hypnum reflexum"
"Sciuro-hypnum starkei","Volume 28","Sciuro-hypnum starkei"
"Scleranthus annuus subsp. annuus","Volume 5","Scleranthus annuus subsp. annuus"
"Scrophularia marilandica","Volume 17","Scrophularia marilandica"
"Secale","Volume 24","Secale"
"Secale cereale","Volume 24","Secale cereale"
"Secale strictum","Volume 24","Secale strictum"
"Sedum acre","Volume 8","Sedum acre"
"Selaginella selaginoides","Volume 2","Selaginella selaginoides"
"Senecio jacobaea","Volume 20","Senecio jacobaea"
"Senecio sylvaticus","Volume 20","Senecio sylvaticus"
"Senecio viscosus","Volume 20","Senecio viscosus"
"Senecio vulgaris","Volume 20","Senecio vulgaris"
"Setaria","Volume 25","Setaria"
"Setaria adhaerans","Volume 25","Setaria adhaerans"
"Setaria chapmanii","Volume 25","Setaria chapmanii"
"Setaria pumila","Volume 25","Setaria pumila"
"Setaria pumila subsp. pallidefusca","Volume 25","Setaria pumila subsp. pallidefusca"
"Setaria pumila subsp. pumila","Volume 25","Setaria pumila subsp. pumila"
"Setaria subg. Paurochaetium","Volume 25","Setaria subg. Paurochaetium"
"Setaria subg. Ptychophyllum","Volume 25","Setaria subg. Ptychophyllum"
"Setaria subg. Reverchoniae","Volume 25","Setaria subg. Reverchoniae"
"Setaria subg. Setaria","Volume 25","Setaria subg. Setaria"
"Setaria viridis","Volume 25","Setaria viridis"
"Setaria viridis var. viridis","Volume 25","Setaria viridis var. viridis"
"Sibbaldiopsis tridentata","Volume 9","Sibbaldiopsis tridentata"
"Silene chalcedonica","Volume 5","Silene chalcedonica"
"Silene gallica","Volume 5","Silene gallica"
"Silene latifolia","Volume 5","Silene latifolia"
"Silene noctiflora","Volume 5","Silene noctiflora"
"Silene vulgaris","Volume 5","Silene vulgaris"
"Sinapis alba","Volume 7","Sinapis alba"
"Sinapis arvensis","Volume 7","Sinapis arvensis"
"Sisymbrium altissimum","Volume 7","Sisymbrium altissimum"
"Sisymbrium officinale","Volume 7","Sisymbrium officinale"
"Sisyrinchium montanum var. crebrum","Volume 26","Sisyrinchium montanum var. crebrum"
"Sisyrinchium montanum var. montanum","Volume 26","Sisyrinchium montanum var. montanum"
"Solidago altissima","Volume 20","Solidago altissima"
"Solidago altissima subsp. altissima","Volume 20","Solidago altissima subsp. altissima"
"Solidago bicolor","Volume 20","Solidago bicolor"
"Solidago canadensis","Volume 20","Solidago canadensis"
"Solidago canadensis var. canadensis","Volume 20","Solidago canadensis var. canadensis"
"Solidago flexicaulis","Volume 20","Solidago flexicaulis"
"Solidago gigantea","Volume 20","Solidago gigantea"
"Solidago hispida","Volume 20","Solidago hispida"
"Solidago juncea","Volume 20","Solidago juncea"
"Solidago macrophylla","Volume 20","Solidago macrophylla"
"Solidago nemoralis","Volume 20","Solidago nemoralis"
"Solidago nemoralis subsp. nemoralis","Volume 20","Solidago nemoralis subsp. nemoralis"
"Solidago rugosa","Volume 20","Solidago rugosa"
"Solidago rugosa var. rugosa","Volume 20","Solidago rugosa var. rugosa"
"Solidago sempervirens","Volume 20","Solidago sempervirens"
"Solidago sempervirens subsp. sempervirens","Volume 20","Solidago sempervirens subsp. sempervirens"
"Solidago uliginosa","Volume 20","Solidago uliginosa"
"Sonchus arvensis","Volume 19","Sonchus arvensis"
"Sonchus arvensis subsp. arvensis","Volume 19","Sonchus arvensis subsp. arvensis"
"Sonchus arvensis subsp. uliginosus","Volume 19","Sonchus arvensis subsp. uliginosus"
"Sonchus asper","Volume 19","Sonchus asper"
"Sonchus oleraceus","Volume 19","Sonchus oleraceus"
"Sorbaria sorbifolia","Volume 9","Sorbaria sorbifolia"
"Sorbus americana","Volume 9","Sorbus americana"
"Sorbus aucuparia","Volume 9","Sorbus aucuparia"
"Sorbus decora","Volume 9","Sorbus decora"
"Sparganium americanum","Volume 22","Sparganium americanum"
"Sparganium angustifolium","Volume 22","Sparganium angustifolium"
"Sparganium emersum","Volume 22","Sparganium emersum"
"Sparganium eurycarpum","Volume 22","Sparganium eurycarpum"
"Sparganium fluctuans","Volume 22","Sparganium fluctuans"
"Sparganium hyperboreum","Volume 22","Sparganium hyperboreum"
"Sparganium natans","Volume 22","Sparganium natans"
"Spartina","Volume 25","Spartina"
"Spartina alterniflora","Volume 25","Spartina alterniflora"
"Spartina patens","Volume 25","Spartina patens"
"Spartina pectinata","Volume 25","Spartina pectinata"
"Spartina ×caespitosa","Volume 25","Spartina ×caespitosa"
"Spergula arvensis","Volume 5","Spergula arvensis"
"Spergularia canadensis","Volume 5","Spergularia canadensis"
"Spergularia canadensis var. canadensis","Volume 5","Spergularia canadensis var. canadensis"
"Spergularia rubra","Volume 5","Spergularia rubra"
"Spergularia salina","Volume 5","Spergularia salina"
"Sphagnum affine","Volume 27","Sphagnum affine"
"Sphagnum capillifolium","Volume 27","Sphagnum capillifolium"
"Sphagnum centrale","Volume 27","Sphagnum centrale"
"Sphagnum compactum","Volume 27","Sphagnum compactum"
"Sphagnum fallax","Volume 27","Sphagnum fallax"
"Sphagnum flavicomans","Volume 27","Sphagnum flavicomans"
"Sphagnum flexuosum","Volume 27","Sphagnum flexuosum"
"Sphagnum fuscum","Volume 27","Sphagnum fuscum"
"Sphagnum girgensohnii","Volume 27","Sphagnum girgensohnii"
"Sphagnum henryense","Volume 27","Sphagnum henryense"
"Sphagnum magellanicum","Volume 27","Sphagnum magellanicum"
"Sphagnum palustre","Volume 27","Sphagnum palustre"
"Sphagnum papillosum","Volume 27","Sphagnum papillosum"
"Sphagnum riparium","Volume 27","Sphagnum riparium"
"Sphagnum rubellum","Volume 27","Sphagnum rubellum"
"Sphagnum russowii","Volume 27","Sphagnum russowii"
"Sphagnum squarrosum","Volume 27","Sphagnum squarrosum"
"Sphenopholis","Volume 24","Sphenopholis"
"Sphenopholis intermedia","Volume 24","Sphenopholis intermedia"
"Spiraea alba","Volume 9","Spiraea alba"
"Spiraea alba var. latifolia","Volume 9","Spiraea alba var. latifolia"
"Spiraea tomentosa","Volume 9","Spiraea tomentosa"
"Spiraea tomentosa var. rosea","Volume 9","Spiraea tomentosa var. rosea"
"Spiraea tomentosa var. tomentosa","Volume 9","Spiraea tomentosa var. tomentosa"
"Spiranthes cernua","Volume 26","Spiranthes cernua"
"Spiranthes lacera var. lacera","Volume 26","Spiranthes lacera var. lacera"
"Spiranthes ochroleuca","Volume 26","Spiranthes ochroleuca"
"Spiranthes romanzoffiana","Volume 26","Spiranthes romanzoffiana"
"Spirodela polyrrhiza","Volume 22","Spirodela polyrrhiza"
"Sporobolus","Volume 25","Sporobolus"
"Sporobolus coahuilensis","Volume 25","Sporobolus coahuilensis"
"Sporobolus jacquemontii","Volume 25","Sporobolus jacquemontii"
"Sporobolus vaginiflorus","Volume 25","Sporobolus vaginiflorus"
"Sporobolus vaginiflorus var. vaginiflorus","Volume 25","Sporobolus vaginiflorus var. vaginiflorus"
"Stellaria alsine","Volume 5","Stellaria alsine"
"Stellaria borealis","Volume 5","Stellaria borealis"
"Stellaria borealis subsp. borealis","Volume 5","Stellaria borealis subsp. borealis"
"Stellaria crassifolia","Volume 5","Stellaria crassifolia"
"Stellaria graminea","Volume 5","Stellaria graminea"
"Stellaria humifusa","Volume 5","Stellaria humifusa"
"Stellaria media","Volume 5","Stellaria media"
"Straminergon stramineum","Volume 28","Straminergon stramineum"
"Streptopus amplexifolius","Volume 26","Streptopus amplexifolius"
"Streptopus lanceolatus","Volume 26","Streptopus lanceolatus"
"Stuckenia filiformis","Volume 22","Stuckenia filiformis"
"Stuckenia filiformis subsp. alpina","Volume 22","Stuckenia filiformis subsp. alpina"
"Stuckenia filiformis subsp. occidentalis","Volume 22","Stuckenia filiformis subsp. occidentalis"
"Stuckenia pectinata","Volume 22","Stuckenia pectinata"
"Suaeda calceoliformis","Volume 4","Suaeda calceoliformis"
"Suaeda maritima","Volume 4","Suaeda maritima"
"Symphyotrichum boreale","Volume 20","Symphyotrichum boreale"
"Symphyotrichum cordifolium","Volume 20","Symphyotrichum cordifolium"
"Symphyotrichum lanceolatum","Volume 20","Symphyotrichum lanceolatum"
"Symphyotrichum lanceolatum var. lanceolatum","Volume 20","Symphyotrichum lanceolatum var. lanceolatum"
"Symphyotrichum lateriflorum","Volume 20","Symphyotrichum lateriflorum"
"Symphyotrichum laurentianum","Volume 20","Symphyotrichum laurentianum"
"Symphyotrichum novi-belgii var. novibelgii","Volume 20","Symphyotrichum novi-belgii var. novibelgii"
"Symphyotrichum puniceum","Volume 20","Symphyotrichum puniceum"
"Symphyotrichum puniceum var. puniceum","Volume 20","Symphyotrichum puniceum var. puniceum"
"Tanacetum vulgare","Volume 19","Tanacetum vulgare"
"Taraxacum officinale","Volume 19","Taraxacum officinale"
"Taxus canadensis","Volume 2","Taxus canadensis"
"Tetraphis geniculata","Volume 27","Tetraphis geniculata"
"Tetraphis pellucida var. pellucida","Volume 27","Tetraphis pellucida var. pellucida"
"Tetrodontium brownianum var. ovatum","Volume 27","Tetrodontium brownianum var. ovatum"
"Thalictrum confine","Volume 3","Thalictrum confine"
"Thalictrum pubescens","Volume 3","Thalictrum pubescens"
"Thelypteris noveboracensis","Volume 2","Thelypteris noveboracensis"
"Thelypteris palustris","Volume 2","Thelypteris palustris"
"Thelypteris palustris var. pubescens","Volume 2","Thelypteris palustris var. pubescens"
"Thlaspi arvense","Volume 7","Thlaspi arvense"
"Thuja occidentalis","Volume 2","Thuja occidentalis"
"Torreyochloa","Volume 24","Torreyochloa"
"Torreyochloa pallida","Volume 24","Torreyochloa pallida"
"Torreyochloa pallida var. fernaldii","Volume 24","Torreyochloa pallida var. fernaldii"
"Tragopogon pratensis","Volume 19","Tragopogon pratensis"
"Trematodon ambiguus","Volume 27","Trematodon ambiguus"
"Triadenum fraseri","Volume 6","Triadenum fraseri"
"Trichophorum cespitosum","Volume 23","Trichophorum cespitosum"
"Trientalis borealis","Volume 8","Trientalis borealis"
"Triglochin gaspensis","Volume 22","Triglochin gaspensis"
"Triglochin maritima","Volume 22","Triglochin maritima"
"Triglochin palustris","Volume 22","Triglochin palustris"
"Trillium cernuum","Volume 26","Trillium cernuum"
"Trillium undulatum","Volume 26","Trillium undulatum"
"Tripleurospermum inodorum","Volume 19","Tripleurospermum inodorum"
"Triticum","Volume 24","Triticum"
"Triticum aestivum","Volume 24","Triticum aestivum"
"Triticum boeoticum","Volume 24","Triticum boeoticum"
"Triticum carthlicum","Volume 24","Triticum carthlicum"
"Triticum dicoccoides","Volume 24","Triticum dicoccoides"
"Triticum dicoccum","Volume 24","Triticum dicoccum"
"Triticum monococcum","Volume 24","Triticum monococcum"
"Triticum polonicum","Volume 24","Triticum polonicum"
"Triticum timopheevii","Volume 24","Triticum timopheevii"
"Triticum urartu","Volume 24","Triticum urartu"
"Tsuga canadensis","Volume 2","Tsuga canadensis"
"Tussilago farfara","Volume 20","Tussilago farfara"
"Typha angustifolia","Volume 22","Typha angustifolia"
"Typha latifolia","Volume 22","Typha latifolia"
"Ulmus americana","Volume 3","Ulmus americana"
"Ulota coarctata","Volume 28","Ulota coarctata"
"Ulota crispa","Volume 28","Ulota crispa"
"Urtica dioica","Volume 3","Urtica dioica"
"Urtica dioica subsp. dioica","Volume 3","Urtica dioica subsp. dioica"
"Urtica dioica subsp. gracilis","Volume 3","Urtica dioica subsp. gracilis"
"Urtica urens","Volume 3","Urtica urens"
"Vaccinium angustifolium","Volume 8","Vaccinium angustifolium"
"Vaccinium macrocarpon","Volume 8","Vaccinium macrocarpon"
"Vaccinium myrtilloides","Volume 8","Vaccinium myrtilloides"
"Vaccinium oxycoccos","Volume 8","Vaccinium oxycoccos"
"Vaccinium uliginosum","Volume 8","Vaccinium uliginosum"
"Vaccinium vitis-idaea","Volume 8","Vaccinium vitis-idaea"
"Verbascum phlomoides","Volume 17","Verbascum phlomoides"
"Verbascum thapsus","Volume 17","Verbascum thapsus"
"Verbascum thapsus subsp. thapsus","Volume 17","Verbascum thapsus subsp. thapsus"
"Veronica americana","Volume 17","Veronica americana"
"Veronica arvensis","Volume 17","Veronica arvensis"
"Veronica chamaedrys","Volume 17","Veronica chamaedrys"
"Veronica longifolia","Volume 17","Veronica longifolia"
"Veronica officinalis","Volume 17","Veronica officinalis"
"Veronica peregrina","Volume 17","Veronica peregrina"
"Veronica persica","Volume 17","Veronica persica"
"Veronica scutellata","Volume 17","Veronica scutellata"
"Veronica serpyllifolia","Volume 17","Veronica serpyllifolia"
"Veronica verna","Volume 17","Veronica verna"
"Viola arvensis","Volume 6","Viola arvensis"
"Viola blanda","Volume 6","Viola blanda"
"Viola cucullata","Volume 6","Viola cucullata"
"Viola labradorica","Volume 6","Viola labradorica"
"Viola lanceolata","Volume 6","Viola lanceolata"
"Viola macloskeyi","Volume 6","Viola macloskeyi"
"Viola nephrophylla","Volume 6","Viola nephrophylla"
"Viola pubescens","Volume 6","Viola pubescens"
"Viola pubescens var. scabriuscula","Volume 6","Viola pubescens var. scabriuscula"
"Viola renifolia","Volume 6","Viola renifolia"
"Viola sagittata","Volume 6","Viola sagittata"
"Viola sagittata var. ovata","Volume 6","Viola sagittata var. ovata"
"Viola sororia","Volume 6","Viola sororia"
"Viola tricolor","Volume 6","Viola tricolor"
"Viola tricolor var. tricolor","Volume 6","Viola tricolor var. tricolor"
"Warnstorfia fluitans","Volume 28","Warnstorfia fluitans"
"Weissia controversa","Volume 27","Weissia controversa"
"Woodwardia virginica","Volume 2","Woodwardia virginica"
"Xanthium strumarium","Volume 21","Xanthium strumarium"
"Zannichellia palustris","Volume 22","Zannichellia palustris"
"Zizania","Volume 24","Zizania"
"Zizania palustris","Volume 24","Zizania palustris"
"Zizania palustris var. interior","Volume 24","Zizania palustris var. interior"
"Zizania palustris var. palustris","Volume 24","Zizania palustris var. palustris"
"Zostera marina","Volume 22","Zostera marina"
